datetime,ATR_14,BB_lower,BB_middle,BB_pct,BB_upper,BB_width,Close,Close_lag_1,Close_lag_10,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,EMA_10,EMA_10_dist,EMA_14,EMA_14_dist,EMA_3,EMA_3_dist,EMA_5,EMA_5_dist,EMA_7,EMA_7_dist,High,Low,MACD,MACD_hist,MACD_signal,OBV,Open,RSI_14,SMA_10,SMA_10_dist,SMA_14,SMA_14_dist,SMA_3,SMA_3_dist,SMA_5,SMA_5_dist,SMA_7,SMA_7_dist,Stoch_D,Stoch_K,Volume,Williams_R,day_of_month,day_of_week,day_of_week_cos,day_of_week_sin,future_volatility_14,future_volatility_21,future_volatility_7,log_returns,momentum_1,momentum_10,momentum_2,momentum_3,momentum_4,momentum_5,momentum_6,momentum_7,momentum_8,momentum_9,month,month_cos,month_sin,returns,returns_lag_1,returns_lag_10,returns_lag_2,returns_lag_3,returns_lag_4,returns_lag_5,returns_lag_6,returns_lag_7,returns_lag_8,returns_lag_9,returns_mean_14,returns_mean_30,returns_mean_7,returns_std_14,returns_std_30,returns_std_7,volatility_14,volatility_30,volatility_7,target_price_1,target_return_1,target_direction_1
2021-01-02,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.6462871563258243,-2.093563417864581e-15,-3.742324802107269e-18,3.662591421443815e-16,4.85722573273506e-16,-1.4993854111516588e-15,1.3771489858648218e-15,1.5280488941077425e-16,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.316557741914501,0.7009955372085821,2.204734256111583,0.8482515475981294,2.5681206570679147,0.3690635960222918,2.489630650218574,0.4794576877714808,2.415851901881339,0.5743695371723577,2.7263032562058602,2.526408408022495,1.4475117660597443,0.075244496750099,1.4867767202988065,1.9467743446899204,2.6462871563258243,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,-1.0850427086027304e-15,-3.204767493763338e-17,5.212204936661262e-16,2.7463411661780187e-17,2.602458272777249e-16,1.850371707708594e-17,-7.137148015447435e-17,-1.4878279486982475e-16,-0.8035459208772174,-1.37809660324111e-16,-1.4424602742021342,0.9899494936611666,-0.3129422534293677,-1.358791657786346,-0.999425236095048,-1.0203409680911946,-0.6513541271662048,-0.5291831535108279,-4.531522549490435e-17,4.490789762528723e-17,5.493887132165723e-17,-2.1467203015212988e-17,-7.24566605544839e-17,-6.555040198584701e-17,3.1038493161563513e-17,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,-0.536004512780261,-6.797283824235652e-18,9.979532805619384e-18,-2.1746636564822654e-17,3.469446951953614e-17,-1.5813374002062264e-17,4.2519179666495357e-17,2.984470496304184e-17,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-5.491425713199699e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,29320.442378969197,0.007353636107097827,1
2021-01-03,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.564259973423803,2.6398318528725513,-3.742324802107269e-18,3.662591421443815e-16,4.85722573273506e-16,-1.4993854111516588e-15,1.3771489858648218e-15,1.5280488941077425e-16,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.3026248560886025,0.4687864218102557,2.194728657454961,0.6373608067538188,2.5277218868128073,0.05767011204615421,2.4631382180749353,0.2021546094998829,2.3962939504611063,0.3193315774806886,2.4078863263980548,2.630268635446285,1.407563790206754,-0.019979102430398653,1.4784246922937152,1.7970607632916222,2.564259973423803,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,-1.0850427086027304e-15,-3.204767493763338e-17,5.212204936661262e-16,2.7463411661780187e-17,2.602458272777249e-16,1.850371707708594e-17,-7.137148015447435e-17,-1.4878279486982475e-16,-0.7937721332423269,-1.37809660324111e-16,-1.3285818315019657,1.489975003214511,0.8889853923017591,-1.0869201284112906,-0.4640317551458033,0.10556756679976938,0.7529130714633961,-0.13954441588414318,-0.15462513655719926,4.490789762528723e-17,5.493887132165723e-17,-2.1467203015212988e-17,-7.24566605544839e-17,-6.555040198584701e-17,3.1038493161563513e-17,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,-0.1497146308309958,-0.5237736019560371,9.979532805619384e-18,-2.1746636564822654e-17,3.469446951953614e-17,-1.5813374002062264e-17,4.2519179666495357e-17,2.984470496304184e-17,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-5.491425713199699e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,28433.448744740217,0.031195429094511784,1
2021-01-04,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.226812915543825,2.557629249872448,-3.742324802107269e-18,2.6408136392698953,4.85722573273506e-16,-1.4993854111516588e-15,1.3771489858648218e-15,1.5280488941077425e-16,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.2339074994544053,-0.45182237674816783,2.1448956637330507,-0.20721362652810732,2.3413282514104528,-1.0923585844865125,2.336490855984304,-0.8618333488333635,2.30116712015182,-0.6772254325355546,2.212015314822892,2.1470774048881576,1.2123810138167548,-0.4661896569615154,1.4309356953052625,1.6859064532832855,2.226812915543825,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,2.602700611602473,-1.1960391346631678,5.212204936661262e-16,2.7463411661780187e-17,2.602458272777249e-16,1.850371707708594e-17,-7.137148015447435e-17,-1.4878279486982475e-16,-1.3813020438947199,-1.37809660324111e-16,-1.2147033888017973,-1.5101780541055554,1.4238935168537683,0.013865220997819849,-0.5496341050814803,0.2829667740870121,0.6606791753845309,-1.2431260652983855,-1.23658516201961,4.490789762528723e-17,-1.004671744441896,-2.1467203015212988e-17,-7.24566605544839e-17,-6.555040198584701e-17,3.1038493161563513e-17,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,-1.235585649361025,-0.1314962681393168,9.979532805619384e-18,-0.5435756474640403,3.469446951953614e-17,-1.5813374002062264e-17,4.2519179666495357e-17,2.984470496304184e-17,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-5.491425713199699e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,28720.75183493872,-0.01000332762351297,0
2021-01-05,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.336114243948041,2.219460541023893,-3.742324802107269e-18,2.5581058599295847,2.635033842075065,-1.4993854111516588e-15,1.3771489858648218e-15,1.5280488941077425e-16,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.1962497962323013,0.06694881297788507,2.1150395424586126,0.21404473631137197,2.301962847864438,0.05929376189703916,2.287360481707038,-0.04326249342047186,2.255882993244252,-0.02399484891121529,2.2671323993312393,2.3750971728635557,1.1153703179210173,-0.5891462728506779,1.3726622172831646,1.997205156510166,2.336114243948041,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,2.4947592211999794,0.04775598386303308,5.212204936661262e-16,2.7463411661780187e-17,2.602458272777249e-16,1.850371707708594e-17,-7.137148015447435e-17,-1.4878279486982475e-16,1.6683099748604333,-1.37809660324111e-16,-1.1008249461016286,-1.0101525445522108,0.8889853923017594,1.11465057040693,-0.22948580926028403,0.11924557790597264,0.4163259428411431,0.680424465986451,0.6658270996897588,4.490789762528723e-17,-0.4175733110074158,-0.43597503095928913,-7.24566605544839e-17,-6.555040198584701e-17,3.1038493161563513e-17,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,0.6737033185040248,-1.2341981713534211,9.979532805619384e-18,-0.14844461429451294,-0.5455448376029179,-1.5813374002062264e-17,4.2519179666495357e-17,2.984470496304184e-17,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-5.491425713199699e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,28296.133876545096,0.015006218172638475,1
2021-01-06,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.1745729709856,2.3289956169380304,-3.742324802107269e-18,2.2178589342792003,2.552107965295935,2.6273504910058194,1.3771489858648218e-15,1.5280488941077425e-16,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.1380000427356487,-0.2852980513188562,2.0694595847431154,-0.12431287025312175,2.2027203155298656,-0.419126034076247,2.202433691621693,-0.431355970602755,2.1834031983893256,-0.38996720887117603,2.2514359319187998,2.1552044240213095,0.9644778217881148,-0.8159490855952881,1.294495945248042,1.718686455126297,2.1745729709856,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,2.359146615500464,-0.14442780432458274,2.6250559733685033,-0.5013967713361951,2.602458272777249e-16,1.850371707708594e-17,-7.137148015447435e-17,-1.4878279486982475e-16,1.1688391378927088,-1.37809660324111e-16,-0.9869465034014602,-0.5101270349988666,-0.3129422534293673,1.3865220997819856,0.1430113013919409,0.3047988341994184,0.40352947182658416,-0.4965857993037093,-0.5074446321334459,4.490789762528723e-17,0.12589734820639495,-0.6438917951150177,-0.6465842741474592,-6.555040198584701e-17,3.1038493161563513e-17,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,-0.5038094735262173,0.704684571369176,9.979532805619384e-18,-1.259168341448645,-0.15210433525401496,-0.5562786086950866,4.2519179666495357e-17,2.984470496304184e-17,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-5.491425713199699e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,28658.892855125916,-0.012657815513481552,0
2021-01-07,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.312580669482839,2.1671088781806556,-3.742324802107269e-18,2.3280671583267933,2.210963820742536,2.5442884421101732,2.6161380152343487,1.5280488941077425e-16,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.1137827181026227,0.2899795429801955,2.0467910040446533,0.3634764155846501,2.221068484710441,0.5145363728014156,2.1903883678678553,0.3501283403849652,2.1619488814560666,0.288336582985252,2.326751828348575,2.2870288111760844,0.9189728559485536,-0.7461801109668162,1.2224490851549,1.883475143760741,2.312580669482839,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,2.38899413036211,0.5097603598079491,2.5525381844709085,0.33249118932992966,2.602458272777249e-16,1.850371707708594e-17,-7.137148015447435e-17,-1.4878279486982475e-16,-0.5640718280173157,-1.37809660324111e-16,-0.8730680607012917,-0.010101525445522173,-1.2768133882482269,0.6247550023350441,-0.2283894602590855,0.13393273699557282,0.24185889909202413,0.807092442288082,0.7938461382087397,4.490789762528723e-17,0.21896622143945918,0.5717272874886243,-0.16185643522313367,-0.22560879724090538,3.1038493161563513e-17,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,0.8021851112471804,-0.4910795430359031,9.979532805619384e-18,0.6938191887574456,-1.258075935806268,-0.16277118397323667,-0.5532502479063742,2.984470496304184e-17,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-5.491425713199699e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,1.18897140195322e-15,6.15380762220801e-16,-4.0588798749736907e-17,27862.261379007483,0.02859177384354905,1
2021-01-08,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.0095109095015036,2.3054117144986757,-3.742324802107269e-18,2.165185544136903,2.3214626599123496,2.202584106672999,2.533108632641639,2.604498891135781,-1.450530516955911e-15,-4.843500448089968e-16,5.181040781584064e-17,2.042490043060539,-0.5174202262592507,1.9901767363660552,-0.3692733343013753,2.08097929861909,-0.7563334079356115,2.0844752945810967,-0.6692097298741969,2.073596444244428,-0.613593259864848,1.9382336233244313,1.927225902703547,0.7417463536073153,-1.0043482690289744,1.127758387770218,1.7084878292789276,2.0095109095015036,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,2.275334888618552,-0.6587645957748559,2.4319856117917205,-0.46351045450989975,2.6745943889136083,-0.5955733631412704,-7.137148015447435e-17,-1.4878279486982475e-16,-0.4086747596369721,-1.37809660324111e-16,-0.7591896180011232,0.4899239841078222,-1.2768133882482269,-0.597024560339404,-0.4252878639750845,-0.07764565788406942,-0.03471843391025494,-1.1238568729762584,-1.1208688208510105,4.490789762528723e-17,-0.23948359395725827,-0.5008433339609162,-0.10009153272560836,-0.670775509040269,-0.6867496274707882,-6.516526448886789e-17,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,-1.1194510248940874,0.835157818162363,9.979532805619384e-18,-0.5106437491207787,0.6865559216357145,-1.2689309050760662,-0.1618192329898304,-0.5733602357300619,-4.2236745502044e-17,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-0.8841454371468789,1.18897140195322e-15,6.15380762220801e-16,-0.8005497672866525,1.18897140195322e-15,6.15380762220801e-16,-0.8005497672866525,28004.286474613993,-0.005071548447958318,0
2021-01-09,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,2.0635428087261234,2.0016938214821587,-3.742324802107269e-18,2.3043383209451456,2.1581515327652876,2.31326439536601,2.191538681288224,2.5215190673698613,2.5894740218663617,-4.843500448089968e-16,5.181040781584064e-17,1.9933373653341218,-0.1430985308017572,1.9477017979832936,-0.06906936647490698,2.0375456680129007,0.018704293317831543,2.031317335905209,-0.0999990915663823,2.020215080528683,-0.14709398260402004,1.9782943954783787,2.0905062027315098,0.6372506124192822,-1.0375151917324683,1.0301586313954723,1.8571814828918516,2.0635428087261234,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,2.236695956549898,-0.1112321604847432,2.396505369104486,-0.10599709044350085,2.5804326903720938,-0.14675190600095223,-7.137148015447435e-17,-1.4878279486982475e-16,-0.8093128335463492,-1.37809660324111e-16,-0.6453111753009547,0.9899494936611666,-0.3129422534293677,-1.358791657786346,-0.3055640849019495,0.08197230960513183,0.0756602144713368,0.44598684208491907,0.42979380009236984,4.490789762528723e-17,-0.50065124058524,0.054358633334689634,-0.22134970913082874,0.09890009292951579,-0.444977982128266,-0.4994938208204431,1.2200253017858863e-17,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,0.4368168223219855,-1.1162634726245535,9.979532805619384e-18,0.8252415890903227,-0.5127538352775782,0.6760317250688572,-1.2621421115152776,-0.179207048850729,-0.564235085730432,2.0587926967636832e-17,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-0.48681385597446103,1.18897140195322e-15,6.15380762220801e-16,-0.6438979224668303,1.18897140195322e-15,6.15380762220801e-16,-0.6438979224668303,26558.07301493995,0.05445475877939221,1
2021-01-10,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,1.5133466650326648,2.055841271195363,-3.742324802107269e-18,1.998753928717533,2.2976712504401395,2.1496850959342773,2.302175442089886,2.1801529933129786,2.506744432993899,2.5751715620354756,5.181040781584064e-17,1.8596669078122956,-1.6250742428121916,1.8437777763499796,-1.4196860806575755,1.7448546851479605,-2.059393346237246,1.8181810911064051,-1.892339721472415,1.8489943812815188,-1.778761302172703,1.3903135931642259,1.5572880789832158,0.29666400443732455,-1.6268162191040574,0.8808714915738239,1.596424678712595,1.5133466650326648,-2.1801036428322479e-16,2.4918338997142403e-16,-6.908054375445419e-17,-8.726869356355881e-16,-4.905636620436738e-17,1.9585593873828637,-1.8818393139484657,2.2177096670369894,-1.740097058005029,2.410622751338646,-1.5050077804136484,-7.137148015447435e-17,-1.4878279486982475e-16,0.8982000541791134,-1.37809660324111e-16,-0.5314327326007863,1.489975003214511,0.8889853923017591,-1.0869201284112906,-0.3161666530196115,-0.5021773583813368,-2.01061764823823,-2.2954286921453826,-2.2449634927915385,4.490789762528723e-17,-1.3343509242130753,-1.7320476762027854,-1.1319842829359508,-1.2388863578601346,-0.8773461571353267,-1.327580418901687,-1.3447778573004219,3.454027187722709e-17,-1.227432823864431,1.1510613381473391,-1.45886852216467,-2.2476089952614013,0.46412635982461437,9.979532805619384e-18,-1.1403757033375512,0.8174160436365129,-0.5234820287749801,0.6725575878119071,-1.2871820243633703,-0.1711718150053674,-0.5586078781222922,-7.015992725061753e-18,-9.778999315739024e-17,-8.723180907769087e-18,-1.343661516356239,1.18897140195322e-15,6.15380762220801e-16,0.763054308595262,1.18897140195322e-15,6.15380762220801e-16,0.763054308595262,26660.88843388678,-0.003856413832636907,0
2021-01-11,-3.162844663176318e-16,8.881784197001253e-17,-1.9179102750399578e-15,7.077671781985372e-17,-1.407207683712386e-15,6.397660179402465e-16,1.552461670247402,1.5044684997295428,-3.742324802107269e-18,2.0532341417433257,1.99128104316321,2.2894339181539274,2.138660474456133,2.2907237169131833,2.1664077863242373,2.4926350481328474,2.56094148620741,1.756944124715038,-1.105014425340825,1.7584815024985117,-1.0293181009180683,1.6177735162643347,-0.698572034216563,1.6887232883028858,-0.9796492796406566,1.7299051477746752,-1.081736110340257,1.6046186544203145,1.602631342356267,0.06198707846673827,-1.8458011682357538,0.7123772597751691,1.741703178594567,1.552461670247402,-2.1801036428322479e-16,2.6418293736227816,-1.1531683970492892,-8.726869356355881e-16,-4.905636620436738e-17,1.7995044589905338,-0.7084395590248981,2.0825186001669955,-1.0672128103178595,2.301658916799124,-1.0615297336140639,-7.137148015447435e-17,-1.4878279486982475e-16,-0.8613497339877009,-1.37809660324111e-16,-0.4175542899006177,-1.5101780541055554,1.4238935168537683,0.013865220997819849,0.12386832561316427,0.04113711929001742,-0.9991173906683961,0.38840250162225054,0.37199672782353677,4.490789762528723e-17,-1.374797008843431,-0.8759712437217826,-1.3390040404543926,-0.8498201888154052,-0.9956319767939745,-0.7043977462935527,-1.1535018052718216,-1.192086211409077,-1.227432823864431,1.1510613381473391,-1.45886852216467,0.37881082925788045,-2.261907770908029,9.979532805619384e-18,0.45151098873937745,-1.139791540781978,0.8069141057589266,-0.5206267247975204,0.6609723708801502,-1.2760830075408947,-0.1675509757337429,-0.5563921517215704,-9.778999315739024e-17,-8.723180907769087e-18,-0.6842899726375615,1.18897140195322e-15,6.15380762220801e-16,0.6706440564763294,1.18897140195322e-15,6.15380762220801e-16,0.6706440564763294,26624.721135604683,0.0013584104073012249,1
